employee_id,is_promoted
48160,1
30792,1
76840,1
27844,1
32595,1
68808,1
66391,1
18212,1
51051,1
60375,1
8495,1
61193,1
18612,1
50665,1
50512,1
6621,1
10992,1
10742,1
33326,1
28711,1
16466,1
71692,1
60158,1
5296,1
1415,1
376,1
11139,1
21667,1
52771,1
30283,1
33431,1
10860,1
76614,1
52246,1
16337,1
21160,1
30888,1
41543,1
68619,1
46124,1
9454,1
48316,1
61103,1
46772,1
62688,1
53821,1
67083,1
10508,1
42182,1
51295,1
26017,1
38656,1
1210,1
52205,1
18776,1
39588,1
2066,1
7952,1
28286,1
15837,1
41908,1
28766,1
35922,1
44582,1
42485,1
71289,1
47556,1
27264,1
50266,1
77122,1
45635,1
57502,1
26262,1
74374,1
34661,1
38450,1
31134,1
27968,1
36271,1
3316,1
35219,1
52701,1
8654,1
7551,1
18778,1
74667,1
57527,1
1726,1
60191,1
30623,1
67366,1
38917,1
15689,1
18286,1
63660,1
32232,1
56976,1
64644,1
39204,1
47141,1
26883,1
9890,1
50095,1
16145,1
24190,1
17777,1
3339,1
11436,1
40457,1
4730,1
10380,1
6891,1
40575,1
60937,1
50037,1
3066,1
18712,1
68494,1
74119,1
76254,1
49402,1
8141,1
3076,1
14390,1
66964,1
67091,1
13164,1
21190,1
21432,1
2096,1
53808,1
9751,1
59105,1
76796,1
49192,1
45888,1
12492,1
72963,1
53303,1
53081,1
23930,1
51938,1
29280,1
7689,1
16924,1
40162,1
8648,1
57036,1
69859,1
31492,1
3964,1
20962,1
16434,1
28860,1
28665,1
1561,1
72856,1
28596,1
52840,1
73807,1
1089,1
20345,1
59325,1
45294,1
61412,1
29033,1
41735,1
64996,1
10388,1
20001,1
47942,1
5232,1
7097,1
61335,1
61360,1
429,1
54187,1
18493,1
23130,1
16180,1
5133,1
54456,1
62197,1
50861,1
40356,1
68967,1
49181,1
19572,1
58731,1
32167,1
3435,1
7389,1
44860,1
72065,1
49353,1
42688,1
4019,1
64023,1
30034,1
6907,1
14810,1
17629,1
7003,1
59100,1
73651,1
65300,1
38796,1
17133,1
10552,1
58271,1
42387,1
19737,1
35156,1
68576,1
62951,1
76794,1
39736,1
73402,1
30749,1
49089,1
57203,1
37385,1
14101,1
31036,1
66566,1
2283,1
35086,1
66082,1
34105,1
14599,1
21293,1
44127,1
17522,1
23708,1
64845,1
38638,1
62916,1
18984,1
35872,1
8019,1
6358,1
53023,1
32026,1
32170,1
46737,1
21112,1
12594,1
9049,1
48577,1
9087,1
74296,1
13640,1
65412,1
17816,1
50036,1
34158,1
30033,1
74401,1
73296,1
41847,1
28456,1
55643,1
40689,1
41087,1
56409,1
28892,1
22658,1
34021,1
29419,1
65630,1
18809,1
59695,1
39585,1
30356,1
78175,1
23668,1
50441,1
52311,1
19576,1
39982,1
23338,1
58769,1
65210,1
70168,1
44136,1
19098,1
19826,1
68896,1
22540,1
52630,1
42249,1
41645,1
60352,1
24168,1
77703,1
52005,1
22821,1
33963,1
55903,1
70360,1
21163,1
52351,1
57632,1
67448,1
21018,1
30307,1
51006,1
59242,1
19353,1
25940,1
33400,1
46896,1
65389,1
31886,1
62107,1
62662,1
77743,1
54888,1
6878,1
71343,1
64742,1
31110,1
22290,1
5238,1
17481,1
16426,1
45701,1
65943,1
23605,1
65623,1
8693,1
77061,1
50458,1
50405,1
29954,1
27369,1
34266,1
69082,1
54481,1
16986,1
21502,1
26676,1
54360,1
14467,1
58255,1
46322,1
49734,1
18985,1
51064,1
24677,1
52765,1
46466,1
9307,1
45619,1
1110,1
928,1
24625,1
16069,1
59733,1
8710,1
28479,1
73983,1
57108,1
7195,1
52665,1
37573,1
68267,1
40855,1
61710,1
14955,1
77531,1
5885,1
31444,1
12927,1
3718,1
718,1
813,1
2005,1
38391,1
62502,1
30320,1
71236,1
7361,1
24579,1
75383,1
3994,1
56762,1
21572,1
49902,1
46473,1
66123,1
63361,1
30949,1
65248,1
5320,1
6158,1
3570,1
12033,1
61175,1
49816,1
8824,1
57352,1
50294,1
76037,1
19245,1
1610,1
33835,1
61018,1
16908,1
20068,1
30534,1
29500,1
33834,1
54535,1
17853,1
30139,1
27401,1
42042,1
24099,1
7180,1
35814,1
44779,1
29222,1
50994,1
1276,1
22054,1
31041,1
64122,1
76830,1
24188,1
1749,1
74749,1
24091,1
69671,1
31902,1
48217,1
10292,1
61474,1
54053,1
65465,1
26232,1
54413,1
59365,1
45470,1
12571,1
31518,1
49208,1
31515,1
43824,1
18600,1
49494,1
76821,1
11378,1
32242,1
16142,1
1250,1
6366,1
65786,1
52386,1
71833,1
1327,1
2383,1
67658,1
24637,1
67379,1
37712,1
66799,1
16875,1
16517,1
46895,1
46351,1
25883,1
67480,1
13471,1
48370,1
1183,1
66776,1
53366,1
77194,1
56386,1
44243,1
68929,1
47990,1
42308,1
34787,1
30673,1
20454,1
14255,1
695,1
62976,1
16198,1
18019,1
37984,1
2425,1
40814,1
23800,1
32889,1
11336,1
3455,1
58459,1
34222,1
19756,1
22506,1
7488,1
42978,1
57052,1
10424,1
70644,1
42310,1
55184,1
19061,1
72225,1
65816,1
33424,1
73061,1
57307,1
16751,1
31709,1
46319,1
32544,1
29042,1
66787,1
58208,1
53176,1
6100,1
46547,1
25467,1
7474,1
5010,1
16790,1
15692,1
54516,1
7725,1
49036,1
28899,1
48877,1
76815,1
29086,1
17697,1
25912,1
33757,1
30353,1
66863,1
44598,1
69056,1
39697,1
9996,1
73487,1
6239,1
6980,1
54953,1
67681,1
4417,1
75702,1
591,1
12841,1
43704,1
37689,1
3990,1
55454,1
9677,1
25620,1
78280,1
69996,1
38992,1
61755,1
29966,1
51673,1
36870,1
23116,1
54222,1
2454,1
9994,1
14705,1
74684,1
43067,1
56434,1
76328,1
39928,1
64375,1
12320,1
20464,1
31764,1
47215,1
33910,1
3485,1
73471,1
9251,1
59688,1
56262,1
12803,1
68388,1
32344,1
71931,1
55130,1
47604,1
29747,1
25289,1
70638,1
40109,1
34855,1
57455,1
31558,1
47680,1
70695,1
51197,1
59110,1
25602,1
19695,1
38429,1
52760,1
26863,1
16454,1
4559,1
14115,1
7286,1
37820,1
5453,1
69587,1
66010,1
983,1
30800,1
46367,1
50384,1
43679,1
20232,1
40572,1
75902,1
31472,1
22353,1
57914,1
64069,1
16459,1
8158,1
73268,1
66226,1
58785,1
44141,1
36629,1
31052,1
51685,1
35379,1
44749,1
41723,1
61361,1
40149,1
56099,1
40736,1
71628,1
38791,1
20157,1
22877,1
4313,1
30855,1
75069,1
75683,1
67608,1
23027,1
19501,1
3635,1
58375,1
47380,1
975,1
41742,1
11526,1
44722,1
62674,1
62680,1
17043,1
63224,1
13282,1
5139,1
47117,1
58067,1
23681,1
44416,1
23828,1
75849,1
74165,1
28382,1
63366,1
16909,1
51737,1
18585,1
33646,1
58458,1
69215,1
4508,1
49647,1
49618,1
14986,1
26321,1
51408,1
36203,1
9523,1
24337,1
53448,1
5576,1
44110,1
69085,1
77167,1
6150,1
62147,1
68879,1
65115,1
55269,1
51763,1
30940,1
71078,1
52464,1
3530,1
9188,1
65121,1
37895,1
5649,1
61577,1
12868,1
74966,1
8023,1
33807,1
71459,1
39582,1
25879,1
35351,1
31794,1
61663,1
72095,1
77101,1
25557,1
31585,1
25793,1
26024,1
54748,1
8839,1
27967,1
75588,1
20382,1
30108,1
48297,1
75625,1
19947,1
61450,1
77304,1
40159,1
68305,1
21207,1
54630,1
7451,1
749,1
71969,1
29562,1
10344,1
26908,1
17135,1
29120,1
75684,1
74636,1
20682,1
55502,1
2254,1
6971,1
47079,1
62302,1
72591,1
48238,1
30555,1
57880,1
53571,1
78090,1
57253,1
15563,1
17580,1
55993,1
56380,1
77081,1
15187,1
65221,1
3105,1
1094,1
42628,1
50652,1
45424,1
64809,1
48866,1
43578,1
37402,1
55268,1
22553,1
40416,1
39353,1
17454,1
9953,1
59615,1
10330,1
75928,1
50946,1
35469,1
11755,1
8588,1
64902,1
10290,1
69439,1
43257,1
41927,1
20981,1
77562,1
23890,1
59925,1
55146,1
24634,1
47504,1
75122,1
64041,1
5955,1
32483,1
56698,1
6547,1
1502,1
66259,1
23766,1
51390,1
72914,1
64739,1
21153,1
41632,1
53041,1
11480,1
3666,1
68914,1
10105,1
54417,1
17485,1
63485,1
33678,1
21026,1
20407,1
68933,1
7866,1
51363,1
37310,1
38712,1
24250,1
73208,1
4022,1
6411,1
69607,1
72483,1
13350,1
15192,1
66704,1
60756,1
36333,1
15436,1
46344,1
11910,1
19336,1
22213,1
54450,1
28980,1
33601,1
56936,1
64345,1
20309,1
21959,1
34467,1
12221,1
22778,1
71875,1
181,1
13901,1
29067,1
22425,1
26558,1
31777,1
60992,1
54607,1
35201,1
59719,1
11104,1
49810,1
35790,1
40170,1
13742,1
22654,1
54593,1
10676,1
43696,1
415,1
50537,1
19443,1
50237,1
26609,1
18739,1
14194,1
31998,1
68410,1
59511,1
41326,1
30387,1
37823,1
25982,1
21358,1
57509,1
31377,1
36038,1
28713,1
19744,1
55928,1
31749,1
7941,1
8255,1
39861,1
10378,1
3905,1
37359,1
23546,1
75483,1
50961,1
82,1
61244,1
19859,1
10260,1
64373,1
62436,1
20739,1
10043,1
18640,1
59299,1
24531,1
72844,1
59212,1
1365,1
56898,1
75734,1
57182,1
75283,1
8249,1
53531,1
40862,1
1083,1
75994,1
76167,1
61330,1
77524,1
75714,1
26588,1
18532,1
37620,1
44010,1
36990,1
36140,1
60899,1
27390,1
58054,1
32807,1
28737,1
65681,1
50906,1
65503,1
48535,1
27930,1
38789,1
31674,1
27757,1
42766,1
37897,1
69119,1
5726,1
52216,1
44275,1
11107,1
23884,1
26426,1
29920,1
15498,1
45328,1
16825,1
66231,1
5588,1
37414,1
77673,1
4070,1
9505,1
39253,1
41456,1
31058,1
38578,1
43795,1
54678,1
65031,1
20992,1
31580,1
58329,1
53150,1
23235,1
69006,1
60552,1
61900,1
16916,1
26477,1
76994,1
44827,1
59193,1
44286,1
74490,1
28192,1
9681,1
58502,1
5062,1
17033,1
77867,1
54785,1
12623,1
17622,1
43147,1
61241,1
50740,1
8089,1
60024,1
70383,1
54320,1
51413,1
21597,1
49461,1
35329,1
60162,1
1242,1
14401,1
44085,1
46389,1
59589,1
36005,1
31832,1
33652,1
67715,1
43102,1
45375,1
30249,1
59029,1
58084,1
16222,1
46040,1
37559,1
35361,1
47379,1
56753,1
14899,1
5531,1
23664,1
2228,1
57043,1
61379,1
55229,1
63298,1
76085,1
30443,1
16137,1
61857,1
2617,1
38238,1
1589,1
50386,1
26816,1
42761,1
50011,1
43450,1
3242,1
58320,1
72514,1
40640,1
68285,1
37528,1
25862,1
22322,1
21841,1
60125,1
40861,1
16371,1
71796,1
67823,1
69196,1
55338,1
14136,1
5079,1
9657,1
72357,1
15789,1
7125,1
33738,1
4294,1
63966,1
40762,1
68375,1
11846,1
38731,1
16068,1
70850,1
61573,1
38907,1
23461,1
44489,1
19827,1
76668,1
45085,1
60654,1
48910,1
72082,1
22200,1
43893,1
77137,1
34431,1
34085,1
28120,1
49022,1
34069,1
62775,1
35063,1
24136,1
64242,1
59751,1
44178,1
73870,1
1547,1
36237,1
15215,1
12811,1
70413,1
66122,1
54334,1
700,1
76355,1
32555,1
48784,1
26197,1
15262,1
10514,1
11521,1
5494,1
32115,1
31670,1
31910,1
72748,1
3208,1
47019,1
21007,1
52527,1
60950,1
6675,1
38284,1
66600,1
52520,1
34181,1
49610,1
22663,1
12732,1
25755,1
61611,1
2420,1
75643,1
32020,1
77186,1
9064,1
40441,1
32573,1
30192,1
54211,1
61905,1
66795,1
42697,1
8650,1
14583,1
969,1
11626,1
24135,1
12218,1
41449,1
9361,1
66825,1
72830,1
28405,1
54162,1
55153,1
5824,1
56576,1
63398,1
65058,1
73693,1
47452,1
9158,1
52691,1
5939,1
40141,1
59345,1
39830,1
67886,1
50912,1
17838,1
5537,1
46588,1
72938,1
68462,1
4667,1
29295,1
29525,1
66345,1
53340,1
36208,1
8871,1
5758,1
18220,1
11726,1
68278,1
1708,1
45684,1
6229,1
61959,1
32263,1
69510,1
24506,1
68120,1
70993,1
41138,1
36104,1
44482,1
60366,1
46589,1
61063,1
54231,1
35241,1
19261,1
23566,1
47149,1
56245,1
45501,1
71547,1
43503,1
37815,1
56107,1
50724,1
40530,1
70025,1
48967,1
78223,1
51779,1
42992,1
58716,1
60558,1
59514,1
62347,1
24984,1
14175,1
14551,1
19420,1
44200,1
69465,1
61520,1
36600,1
63633,1
56668,1
68781,1
54479,1
22015,1
11993,1
18039,1
59306,1
49282,1
60907,1
52958,1
50699,1
10712,1
35092,1
24715,1
43015,1
18992,1
6482,1
53054,1
7682,1
1346,1
74602,1
65363,1
72440,1
67145,1
59604,1
31179,1
35779,1
48822,1
61003,1
16738,1
21584,1
42615,1
15047,1
71446,1
71287,1
71278,1
41183,1
20301,1
50028,1
34725,1
24165,1
28307,1
63784,1
30018,1
36094,1
19047,1
75718,1
33507,1
17560,1
42952,1
44292,1
76569,1
27642,1
14022,1
17366,1
3533,1
58841,1
54629,1
54508,1
20730,1
35209,1
72868,1
70404,1
47336,1
4554,1
29791,1
10374,1
21717,1
54159,1
14937,1
46924,1
12814,1
19070,1
9979,1
61328,1
63402,1
10009,1
60308,1
24175,1
62135,1
14496,1
48543,1
34591,1
63844,1
64525,1
51362,1
41758,1
43876,1
41869,1
19321,1
23209,1
74618,1
76823,1
18507,1
64489,1
36605,1
60156,1
17772,1
21804,1
70511,1
57126,1
24903,1
9181,1
19592,1
13396,1
48061,1
54173,1
51368,1
56683,1
2479,1
64000,1
21897,1
3668,1
1641,1
64158,1
24352,1
37562,1
49241,1
26996,1
1819,1
41979,1
14430,1
19256,1
9740,1
6713,1
73669,1
40673,1
38982,1
60443,1
25800,1
47594,1
74052,1
5635,1
21861,1
71445,1
77923,1
2698,1
10421,1
47024,1
11099,1
31686,1
69605,1
58570,1
44970,1
59252,1
57643,1
34240,1
41974,1
40199,1
74211,1
27298,1
13040,1
14415,1
3109,1
21564,1
69866,1
27310,1
25661,1
41367,1
33717,1
52867,1
23564,1
16516,1
70415,1
44241,1
76463,1
27566,1
56150,1
24885,1
21613,1
30190,1
12090,1
12496,1
12556,1
7182,1
71861,1
65479,1
15270,1
43083,1
22374,1
227,1
19936,1
36229,1
30495,1
13883,1
27368,1
63453,1
21943,1
9602,1
51347,1
74084,1
56747,1
7611,1
17618,1
30119,1
66542,1
22569,1
44133,1
21079,1
57185,1
61236,1
62019,1
48358,1
40914,1
27978,1
69364,1
9050,1
25638,1
39551,1
42279,1
42760,1
39503,1
6694,1
19634,1
46328,1
40140,1
62189,1
53330,1
53998,1
72083,1
43341,1
18539,1
8264,1
35066,1
39240,1
11178,1
74675,1
23001,1
46395,1
12726,1
1501,1
12925,1
14578,1
61547,1
7742,1
65812,1
22164,1
17643,1
45113,1
27176,1
57001,1
2411,1
27916,1
15608,1
28217,1
33269,1
42106,1
58070,1
52165,1
68215,1
42180,1
72306,1
18766,1
6429,1
63471,1
50147,1
52043,1
20235,1
22147,1
25778,1
68446,1
44513,1
48248,1
11497,1
18156,1
72089,1
14488,1
27751,1
42291,1
76966,1
17388,1
60917,1
11124,1
47248,1
77916,1
64508,1
1636,1
18753,1
71408,1
62449,1
28942,1
49100,1
42954,1
40593,1
77168,1
9257,1
68,1
28227,1
49279,1
62187,1
54750,1
54521,1
56210,1
73513,1
44723,1
52754,1
50014,1
30375,1
15177,1
53731,1
56053,1
67928,1
47829,1
23630,1
24377,1
50159,1
75439,1
25134,1
65401,1
61584,1
22899,1
47341,1
12777,1
73808,1
45782,1
50738,1
65992,1
26481,1
10334,1
16565,1
5011,1
22665,1
45703,1
16624,1
71936,1
46544,1
57809,1
51174,1
1775,1
46627,1
66256,1
3534,1
68596,1
33176,1
59179,1
7848,1
19219,1
52406,1
71750,1
45876,1
65930,1
870,1
37555,1
11556,1
10521,1
77563,1
69971,1
38299,1
66156,1
59769,1
61842,1
25857,1
62730,1
21245,1
46231,1
72117,1
54297,1
21114,1
5397,1
16255,1
19151,1
53795,1
66144,1
6460,1
12406,1
8940,1
40811,1
23340,1
51676,1
11328,1
13378,1
65727,1
56943,1
63673,1
1698,1
30509,1
13347,1
25917,1
22911,1
6145,1
46205,1
68045,1
13375,1
73917,1
70316,1
19094,1
42191,1
68198,1
21813,1
22941,1
61436,1
30939,1
2722,1
27416,1
54916,1
50864,1
63200,1
52878,1
8767,1
32013,1
51928,1
25066,1
36909,1
20764,1
27347,1
24398,1
76547,1
74715,1
44568,1
29382,1
64915,1
31390,1
6280,1
33420,1
72124,1
13022,1
56900,1
27192,1
5747,1
69943,1
35542,1
41835,1
11486,1
73885,1
74562,1
76771,1
65059,1
22008,1
11568,1
4334,1
39062,1
73000,1
24551,1
54723,1
73098,1
9114,1
23491,1
71702,1
5582,1
24703,1
61210,1
27588,1
12954,1
16476,1
21526,1
30076,1
8018,1
57034,1
32239,1
18626,1
1794,1
64903,1
77851,1
5234,1
4917,1
31387,1
75865,1
65499,1
5338,1
3791,1
39105,1
47425,1
34558,1
19027,1
11793,1
54976,1
34696,1
35969,1
49485,1
10136,1
14753,1
60825,1
26711,1
64579,1
68322,1
44627,1
30550,1
38290,1
56734,1
4112,1
42706,1
75874,1
19398,1
26632,1
74554,1
74765,1
11787,1
14970,1
15054,1
11865,1
63450,1
38539,1
53594,1
45551,1
40676,1
12054,1
40871,1
22652,1
47517,1
15679,1
55855,1
13158,1
18385,1
62844,1
23893,1
13124,1
29622,1
48441,1
46548,1
23412,1
10218,1
27288,1
38585,1
66866,1
44545,1
78187,1
10629,1
67737,1
26667,1
37900,1
33058,1
47255,1
941,1
60904,1
60717,1
47949,1
22351,1
11357,1
63732,1
12495,1
14554,1
39627,1
57641,1
13957,1
63127,1
58805,1
50773,1
38640,1
32453,1
52239,1
1893,1
33838,1
27535,1
37716,1
18662,1
74570,1
77195,1
54336,1
28214,1
66068,1
73388,1
19805,1
10282,1
2967,1
4379,1
4619,1
36279,1
23129,1
77761,1
50513,1
35476,1
63143,1
8327,1
31124,1
4994,1
39909,1
26403,1
48566,1
52200,1
28018,1
61153,1
57463,1
5774,1
61872,1
3060,1
70721,1
43115,1
28025,1
60288,1
57261,1
50142,1
28544,1
614,1
18333,1
48434,1
48241,1
55621,1
1882,1
916,1
73286,1
65388,1
68007,1
34961,1
63706,1
8406,1
39122,1
37383,1
39384,1
62926,1
2799,1
42876,1
12785,1
27781,1
49704,1
61355,1
4639,1
57980,1
11290,1
25853,1
11131,1
51614,1
32236,1
43675,1
56741,1
23288,1
71040,1
7930,1
62861,1
16034,1
21696,1
56315,1
37019,1
43935,1
23695,1
31879,1
15868,1
36506,1
63694,1
52692,1
65948,1
39767,1
39017,1
5778,1
10224,1
69711,1
11549,1
38430,1
65779,1
7418,1
48504,1
50456,1
78165,1
72376,1
9173,1
12023,1
34174,1
10873,1
7610,1
77303,1
20429,1
29169,1
14814,1
6061,1
73506,1
17557,1
57270,1
39762,1
43443,1
28648,1
53086,1
19487,1
28338,1
56535,1
55383,1
60017,1
481,1
20455,1
52514,1
14363,1
37490,1
40409,1
20800,1
62016,1
33631,1
17682,1
40868,1
29225,1
70967,1
74395,1
15698,1
39251,1
28339,1
77492,1
8532,1
17457,1
56426,1
62263,1
46193,1
47682,1
35720,1
66713,1
22972,1
32426,1
14538,1
41713,1
27559,1
9237,1
71941,1
51818,1
35185,1
13557,1
63961,1
33093,1
28887,1
332,1
36266,1
51054,1
45780,1
32541,1
70900,1
38333,1
51961,1
19476,1
62868,1
65545,1
69297,1
61483,1
19545,1
77499,1
65143,1
18191,1
40395,1
31475,1
32377,1
74970,1
69046,1
69240,1
77992,1
41798,1
64888,1
15184,1
67154,1
37020,1
5389,1
20866,1
14604,1
51743,1
75179,1
8971,1
21979,1
68905,1
15427,1
50960,1
36620,1
12291,1
64998,1
48286,1
14493,1
27141,1
77638,1
50454,1
24053,1
73766,1
69429,1
29234,1
75127,1
65570,1
13041,1
70088,1
32528,1
76610,1
35949,1
26685,1
58934,1
43100,1
19,1
54282,1
60400,1
60207,1
13902,1
52449,1
16400,1
10845,1
78255,1
17339,1
52959,1
37793,1
72648,1
8279,1
72947,1
17896,1
73111,1
31284,1
52295,1
40026,1
30934,1
10621,1
5330,1
74317,1
23907,1
34327,1
5316,1
30663,1
33033,1
57330,1
41290,1
2396,1
66630,1
72160,1
58364,1
6281,1
62980,1
45785,1
9042,1
67688,1
72497,1
72568,1
17817,1
46184,1
19836,1
28580,1
1861,1
58620,1
16475,1
43075,1
23710,1
74050,1
28630,1
18274,1
29720,1
58701,1
4029,1
61411,1
5462,1
76113,1
51632,1
59634,1
35774,1
59036,1
26950,1
62211,1
36507,1
71842,1
47233,1
44706,1
59730,1
55866,1
4365,1
16075,1
29493,1
18281,1
25322,1
47009,1
66880,1
48992,1
74158,1
74624,1
647,1
44872,1
71846,1
64187,1
86,1
27404,1
38670,1
921,1
56854,1
118,1
11413,1
5797,1
47059,1
56443,1
65404,1
11393,1
9520,1
20889,1
58057,1
37751,1
59547,1
29339,1
44163,1
77651,1
21869,1
51391,1
73502,1
77675,1
62805,1
26680,1
36757,1
51161,1
23465,1
18247,1
67024,1
27053,1
39696,1
25673,1
15553,1
18963,1
14222,1
12629,1
67299,1
41098,1
77533,1
30151,1
5495,1
9239,1
39998,1
9178,1
25059,1
6314,1
3368,1
203,1
40578,1
77262,1
45121,1
73299,1
23394,1
53820,1
6571,1
15521,1
59116,1
60775,1
42104,1
37387,1
39102,1
38847,1
38591,1
49656,1
446,1
65019,1
72307,1
42773,1
50234,1
65227,1
69820,1
37730,1
52911,1
15856,1
54556,1
66782,1
68357,1
68979,1
24106,1
32665,1
66570,1
10781,1
5056,1
61949,1
23277,1
70710,1
71354,1
37308,1
13295,1
50114,1
58356,1
72515,1
25817,1
36626,1
62946,1
7702,1
8585,1
5151,1
3291,1
73455,1
36303,1
75469,1
31420,1
26935,1
46234,1
40710,1
76909,1
46154,1
27003,1
14706,1
70824,1
75956,1
1058,1
58834,1
10651,1
78116,1
54885,1
54777,1
36328,1
70799,1
7203,1
15935,1
53982,1
10184,1
45376,1
650,1
48557,1
19401,1
57551,1
20537,1
67428,1
25858,1
36958,1
8159,1
59197,1
54412,1
19161,1
38364,1
15541,1
850,1
12057,1
13850,1
34396,1
40731,1
70425,1
55233,1
5114,1
75872,1
34037,1
31028,1
23749,1
16874,1
39574,1
856,1
53411,1
37345,1
39814,1
584,1
30043,1
58772,1
21477,1
11137,1
69961,1
18689,1
72567,1
17414,1
44834,1
35884,1
24717,1
45702,1
64782,1
8786,1
47094,1
76726,1
11073,1
19799,1
31639,1
53464,1
13165,1
53178,1
36594,1
24411,1
7708,1
27948,1
76477,1
31978,1
54997,1
19074,1
61707,1
34689,1
75217,1
55392,1
7308,1
21184,1
39516,1
75139,1
74564,1
72276,1
40196,1
45749,1
68778,1
5698,1
47081,1
49305,1
31600,1
545,1
29555,1
54011,1
30172,1
76057,1
33381,1
54509,1
34590,1
5154,1
4362,1
54050,1
27838,1
7660,1
35616,1
23598,1
35514,1
37211,1
16083,1
72860,1
49455,1
74771,1
22548,1
69430,1
52388,1
13366,1
76140,1
9696,1
55027,1
71039,1
27382,1
35551,1
42011,1
57222,1
53538,1
23036,1
74262,1
71097,1
46570,1
60231,1
61062,1
65407,1
8518,1
33975,1
8297,1
51647,1
70921,1
3398,1
22468,1
23408,1
63066,1
65069,1
1441,1
43880,1
48204,1
65627,1
356,1
30824,1
35267,1
70303,1
68112,1
51102,1
58377,1
36851,1
46942,1
10237,1
50830,1
65466,1
42198,1
43780,1
29092,1
5265,1
69581,1
52931,1
14750,1
5589,1
41324,1
64688,1
67440,1
16402,1
50540,1
6560,1
59082,1
32057,1
